BAIdentifier,BALegalName,BAAddress,BAPhoneNumber,BACorporateStatus,BACorporateStatusEffectiveDate,AmalgamatedIntoBAID,AmalgamatedIntoBALegalName,BAAmalgamationEstablishedDate
0EW9,"GEORGE MITCHELL & ASSOCIATES, INC.",9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,2000-07-01,,,
0EX1,IMPERIAL OIL LIMITED,505 QUARRY PARK BLVD SE PO BOX 2480 STN M   CALGARY AB CA T2P 3M9,403-237-3774,ACTIVE,1999-10-01,,,
0EX2,WESTHILL PETROLEUM LTD.,5 RICHARD WAY SW SUITE 300    CALGARY AB CA T3E 7M8,403-265-9066,ACTIVE,1991-11-01,,,
0EX3,VERMONT OIL AND GAS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0XB2,VERMONT OIL AND GAS LTD,2002-10-31
0EX4,CANADIAN NATURAL RESOURCES LIMITED,150 6 AVE SW SUITE 4100    CALGARY AB CA T2P 3Y7,780-422-1395,AMALGAMATED,1998-03-01,0035,RANGER OIL LIMITED,2002-10-31
0EX5,INTER-ROCK GOLD INC,20 TORONTO ST FLOOR 12    TORONTO ON CA M5C 2B8,780-422-1395,STRUCK,2000-05-01,,,
0EX6,BISSETT RESOURCE CONSULTANTS LTD.,RUSS BROWN 349 EAGLE HEIGHTS   CANMORE AB CA T1W 3C9,403-294-1888,DISSOLUTION/DISSOLVED,2017-11-25,,,
0EX7,PCC ENERGY CORP,140 4 AVE SW SUITE 1440    CALGARY AB CA T2P 3N3,780-422-1395,AMALGAMATED,1995-10-01,0TB7,NEUTRINO RESOURCES INC.,2002-10-31
0EX8,DBS RESOURCES LTD,BOX 3 SITE 4 RR 1   MILLARVILLE AB CA T0L 1K0,780-422-1395,ACTIVE,1994-01-01,,,
0EX9,TEG HOLDINGS LTD.,50 GLENMORE GREEN SW    CALGARY AB CA T2V 5J2,403-269-3044,STRUCK,2009-08-02,,,
0EY1,ACQUIFUND RESOURCES LIMITED,237 4 AVE SW    CALGARY AB CA T2P 0H6,780-422-1395,STRUCK,2008-07-02,,,
0EY2,377374 ALBERTA LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0JD6,377374 ALBERTA LTD,2002-10-31
0EY3,FORWARD VENTURES LTD.,605 5 AVE SW SUITE 950    CALGARY AB CA T2P 3H5,780-422-1395,ACTIVE,2017-09-15,,,
0EY5,WOODBEND OIL & GAS LTD,ERNST & YOUNG INC 707 7 AVE SW SUITE 1300   CALGARY AB CA T2P 3H6,780-422-1395,STRUCK,1995-06-01,,,
0EY7,HEWESCOT MANAGEMENT LTD,8103 145 ST NW    EDMONTON AB CA T5R 0S8,780-422-1395,STRUCK,1997-10-07,,,
0EY8,CAVENDISH INVESTING LTD,CANTERRA TOWER 400 3 AVE SW SUITE 4615   CALGARY AB CA T2P 4H2,780-422-1395,ACTIVE,2002-10-01,,,
0EY9,MINOILS LIMITED,1066 WEST HASTINGS ST SUITE 500 PO BOX 129 STN A   VANCOUVER BC CA V6C 2M4,780-422-1395,STRUCK,1991-06-01,,,
0EZ1,NISSEN ROBERT ,8810 DRIFTWOOD RD    BLACK CREEK BC CA V9J 1A8,780-422-1395,NON REGISTERED,1990-07-01,,,
0EZ2,STRAND RESOURCES LTD,TRIMAC HOUSE 800 5 AVE SW SUITE 1100   CALGARY AB CA T2P 3T6,780-422-1395,STRUCK,1986-10-24,,,
0EZ3,THE SOVEREIGN LIFE INSURANCE COMPANY,c/o snamprogettie canada inc 530 8 ave sw suite 1800    calgary AB CA T2P 3S8,780-422-1395,DISSOLUTION/DISSOLVED,2002-10-01,,,
0EZ4,REAL RESOURCES INC,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,1995-12-01,0FH5,PRISM PETROLEUM INC.,2002-10-31
0EZ5,CANOGA RESOURCE MANAGEMENT LTD.,15929 93 A AVE NW    EDMONTON AB CA T5R 5J5,780-422-1395,STRUCK,2006-11-02,,,
0EZ6,UNOCAL HUB SERVICES LIMITED,PO BOX 999    CALGARY AB CA T2P 2K6,780-422-1395,DISSOLUTION/DISSOLVED,2002-10-01,,,
0EZ8,WILDERNESS ENERGY LIMITED,"2400, 400 3 AVE SW    CALGARY AB CA T2P 4H2",780-422-1395,AMALGAMATED,1992-07-01,0DJ1,TALISMAN ENERGY INC.,2002-10-31
0EZ9,DIAKOW JOHN STEVEN ,BOX 8    CEREAL AB CA T0J 0N0,780-422-1395,NON REGISTERED,2002-10-01,,,
0F00,WYNWARD ENERGY INC.,715 5 AVE SW SUITE 620    CALGARY AB CA T2P 2X6,780-422-1395,STRUCK,2012-11-02,,,
0F01,THE FAIRHOLME OIL AND GAS COMPANY LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1921-02-28,,,
0F02,MIDLAND PETROLEUMS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1974-09-30,,,
0F03,FLAG RESOURCES (1985) LIMITED,M C MCLEOD 1105 COUNCIL WAY    CALGARY AB CA T2T 1X5,780-422-1395,ACTIVE,2002-10-01,,,
0F04,CLOVER BAR OILS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1956-05-15,,,
0F05,DOW CHEMICAL CANADA ULC,OFFICE PROFESSIONAL WELLS DEPT BLDG 370A PO BAG 16 HWY 15 FORT SASKATCHEWAN AB CA T8L 2P4,780-998-8000,ACTIVE,1993-01-01,,,
0F06,SPROULE ASSOCIATES LIMITED,SUN LIFE PLAZA NORTH TOWER 140 4 AVE SW SUITE 900 PO BOX 181  CALGARY AB CA T2P 3N3,780-422-1395,ACTIVE,2002-10-01,,,
0F07,TRI-ZONE OIL & DEVELOPMENT CO LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1993-08-01,,,
0F08,MUTUAL HOLDINGS LIMITED,C O KPMG INC 205 5 AVE SW SUITE 1200   CALGARY AB CA T2P 4B9,780-422-1395,STRUCK,1992-11-01,,,
0F09,FLIERS OIL LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1977-04-30,,,
0F0A,COPETREX OIL & GAS CO LTD FIRST PROGRAM,C O COPETREX OIL & GAS CO LTD 250 6 AVE SW SUITE 550   CALGARY AB CA T2P 3H7,780-422-1395,NON REGISTERED,1994-01-01,,,
0F0B,COPETREX OIL & GAS CO. LTD. FOURTH PROGRAM,755 LAKE BONAVISTA DR SE SUITE 210    CALGARY AB CA T2J 0N3,403-531-7580,ACTIVE,1994-01-01,,,
0F0C,COPETREX OIL & GAS CO LTD SECOND PROGRAM,C O COPETREX OIL & GAS CO LTD 250 6 AVE SW SUITE 550   CALGARY AB CA T2P 3H7,780-422-1395,NON REGISTERED,1994-01-01,,,
0F0D,COPETREX OIL & GAS CO LTD SEVENTH PROGRAM,755 LAKE BONAVISTA DR SE SUITE 210    CALGARY AB CA T2J 0N3,780-422-1395,NON REGISTERED,1986-01-01,,,
0F0E,COPETREX OIL & GAS CO. LTD. SIXTH PROGRAM,755 LAKE BONAVISTA DR SE SUITE 210    CALGARY AB CA T2J 0N3,403-531-7580,ACTIVE,1986-01-01,,,
0F0F,COPETREX OIL & GAS CO LTD THIRD PROGRAM,755 LAKE BONAVISTA DR SE SUITE 210    CALGARY AB CA T2J 0N3,403-531-7580,ACTIVE,1994-01-01,,,
0F0G,CORMORANT RESOURCES LTD,350 7 AVE SW SUITE 3600    CALGARY AB CA T2P 3N9,780-422-1395,DISSOLUTION/DISSOLVED,2002-09-20,,,
0F0H,CORY OIL & GAS LTD.,124 CHEROVAN DR SW    CALGARY AB CA T2V 2P2,780-422-1395,ACTIVE,1997-01-01,,,
0F0J,COVE RESOURCES LTD,715 5 AVE SW SUITE 1530    CALGARY AB CA T2P 2X6,780-422-1395,ACTIVE,1992-09-01,,,
0F0K,COVENANT RESOURCES LTD.,916 LAKE PLACID DR SE    CALGARY AB CA T2J 4C2,780-422-1395,ACTIVE,1994-01-01,,,
0F0L,COVEY ALAN A ,11719 83 AVE NW    EDMONTON AB CA T6G 0V2,780-422-1395,NON REGISTERED,2002-10-01,,,
0F0M,COWTAN EDGAR R. DR ,765 TAYLOR ROAD    MEDICINE HAT AB CA T1B 4B4,780-422-1395,NON REGISTERED,1992-10-01,,,
0F0N,CPBC 80 OIL & GAS LTD.,625 HOWE ST SUITE 1180    VANCOUVER BC CA V6C 2T6,604-681-4733,ACTIVE,1993-01-01,,,
0F0P,CRAIG DAVID ,605 5 AVE SW SUITE 1100    CALGARY AB CA T2P 3H5,780-422-1395,NON REGISTERED,1985-03-01,,,
0F0R,CRAIG EILEEN L ,801 2 AVE SW SUITE 704    CALGARY AB CA T2P 4Z9,780-422-1395,NON REGISTERED,1994-01-01,,,
0F0T,CRAWFORD JAMES C. ,540 5 AVE SW SUIET 1870    CALGARY AB CA T2P 0M2,780-422-1395,NON REGISTERED,1993-01-01,,,
0F0W,CREDENCE RESOURCES INC.,242 CRANLEIGH PLACE SE    CALGARY AB CA T3M 0N5,403-278-4539,ACTIVE,1997-01-01,,,
0F0X,CROMWELL RESOURCES LIMITED,10310 JASPER AVE NW SUITE 202    EDMONTON AB CA T5J 2W4,780-429-1777,ACTIVE,1997-01-01,,,
0F0Y,CRONE INVESTMENTS INC.,5623 LADBROOKE PLACE SW    CALGARY AB CA T3E 5Y3,403-249-1449,ACTIVE,1999-01-01,,,
0F0Z,CROSSBOW RESOURCES INC.,125 37 ST NW    CALGARY AB CA T2N 3B6,403-283-0541,STRUCK,2015-10-02,,,
0F10,ROYAL ARCH OILS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1956-06-30,,,
0F11,FEDERATED CO-OPERATIVES LIMITED,CRUDE OIL BUSINESS UNIT 250 5 ST SW SUITE 930   CALGARY AB CA T2P 0R4,306-244-3311,ACTIVE,1994-01-01,,,
0F12,DEVON-LEDUC OILS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0C25,DEVON-LEDUC OILS LTD,2002-10-31
0F13,MEWBURN A F,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0F14,MAGNUM RESOURCES LTD.,1075 COMOX ST SUITE 1708    VANCOUVER BC CA V6E 1K2,780-422-1395,STRUCK,2008-09-02,,,
0F15,LEDUC-WEST OIL COMPANY LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1952-09-30,,,
0F16,YESKE PETROLEUMS LTD,52361 RG RD 233    SHERWOOD PARK AB CA T8B 1C6,780-422-1395,STRUCK,1999-05-01,,,
0F17,ROSS PETROLEUMS LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1965-04-30,,,
0F18,L. B. OILS LTD,10824 148 ST NW    EDMONTON AB CA T5N 3H5,780-422-1395,STRUCK,1996-07-01,,,
0F19,MCCONSET LEDUC SYNDICATE,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0F1A,CROSSFIELD CARDIUM ACQUISITION PARTNERSHIP,C O NORTHSTAR ENERGY CORPORATION 324 8 AVE SW SUITE 1600   CALGARY AB CA T2P 2Z5,780-422-1395,NON REGISTERED,2002-10-01,,,
0F1B,CROSS-TOWN HOLDINGS LTD.,5915 1A ST SW SUITE 200    CALGARY AB CA T2H 0G4,403-252-3099,ACTIVE,2002-10-01,,,
0F1C,CROW RIVER RESOURCES LTD.,1864 CAYUGA DR NW    CALGARY AB CA T2L 0N3,403-282-6401,ACTIVE,1993-01-01,,,
0F1D,APMC - AGENT: NEXEN MARKETING,801 6 AVE SW SUITE 300    CALGARY AB CA T2P 3W2,403-297-8955,NON REGISTERED,2002-10-01,,,
0F1F,VALLEYVIEW PETROLEUMS LTD.,PO BOX 1535    WEYBURN SK CA S4H 3N8,780-422-1395,ACTIVE,2005-01-19,,,
0F1G,CUMULUS INVESTMENTS LTD.,1023 32 AVE SW    CALGARY AB CA T2T 1V5,403-243-2662,ACTIVE,1988-01-01,,,
0F1H,CURRAN BAY RESOURCE LTD.,C/O FUNDAMENTAL CAPTIAL CORPORATION 26 WEBSTER AVE   TORONTO ON CA M5R 1N7,780-422-1395,STRUCK,2003-11-02,,,
0F1J,CURRAN BAY RESOURCES,56 TEMPERANCE ST FLOOR 4    TORONTO ON CA M5H 3V5,780-422-1395,NON REGISTERED,1989-01-01,,,
0F1K,CUTFORTH WAYNE H. ,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,1986-01-01,,,
0F1L,CYBULSKY JOHN M ,J.M. CYBULSKY HOLDINGS LTD. 631 WILDERNESS DR   CALGARY AB CA T2J 1E4,403-271-3123,NON REGISTERED,1986-01-01,,,
0F1M,CYMBALUK DENNIS JOHN ,5709 52 ST    VEGREVILLE AB CA T9C 1J2,780-422-1395,NON REGISTERED,2002-10-01,,,
0F1N,CYNTHIA PEMBINA SHIPPING TERMINAL,PO BOX 6899    DRAYTON VALLEY AB CA T7A 1S2,780-422-1395,NON REGISTERED,2001-01-01,,,
0F1P,CYPRESS ENERGY CORP.,937 CRESCENT RD NW    CALGARY AB CA T2M 0A8,403-660-8906,ACTIVE,1997-01-01,,,
0F1R,D & J DEVELOPMENTS LTD,10160 112 ST NW SUITE 200    EDMONTON AB CA T5K 2L6,780-422-1395,ACTIVE,2002-10-01,,,
0F1T,DGL ENTERPRISES LTD. ,734 7 AVE SW SUITE 500    CALGARY AB CA T2P 0Z1,780-422-1395,AMALGAMATED,2015-02-28,A739,DGL ENERGY LTD. ,2015-05-31
0F1W,D. I. INVESTMENTS LTD.,605 1 ST SW SUITE 310    CALGARY AB CA T2P 3S9,403-777-9200,STRUCK,2018-09-02,,,
0F1X,D.T. CONSULTING LTD.,1227 LANSDOWNE AVE SW    CALGARY AB CA T2S 1A6,403-645-3792,DISSOLUTION/DISSOLVED,2004-12-31,,,
0F1Y,DAIGLE LARRY ,PO BOX 16    RENTON WA US 98057,780-422-1395,NON REGISTERED,1993-01-01,,,
0F1Z,DAISY OILS LTD.,330 5 AVE SW SUITE 750    CALGARY AB CA T2P 0L4,403-303-2502,DISSOLUTION/DISSOLVED,2008-10-01,,,
0F20,SMOKLER CHESTER O ,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0F21,WOODBEND DEVON OILS LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1957-12-31,,,
0F22,LION OIL PRODUCING CO.LTD. & BRITISH AMERICAN OIL CO.,1401 9 AVE SQW    CALGARY AB CA T2P 3C5,780-422-1395,NON REGISTERED,2002-10-01,,,
0F23,EAST-LEDUC OIL COMPANY LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,2002-10-01,,,
0F24,"DAYSLAND, TOWN OF",PO BOX 610    DAYSLAND AB CA T0B 1A0,780-374-3767,NON REGISTERED,1994-01-01,,,
0F25,BORDER EXPLORATION COMPANY,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1978-04-29,,,
0F26,ROBERT L HOSS & ASSOCIATES ENGINEERING LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1972-02-15,,,
0F27,R W DEVELOPMENT COMPANY LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1963-10-31,,,
0F28,HIGH NORTH PETROLEUMS LTD,"6 FLOOR, 630 6 AVE SW    CALGARY AB CA T2P 0S9",780-422-1395,STRUCK,1979-12-31,,,
0F29,WESTERN PROPERTIES LTD.,603 7 AVE SW SUITE 1200    CALGARY AB CA T2P 2T5,780-422-1395,STRUCK,2018-06-02,,,
0F2A,EVANS DEVELOPMENTS LTD.,11755 210 AVE SE    CALGARY AB CA T3S 0A9,403-464-3595,ACTIVE,2002-10-01,,,
0F2B,ACKROYD LLP,10665 JASPER AVE SUITE 1500    EDMONTON AB CA T5J 3S9,780-423-8905,ACTIVE,2002-10-01,,,
0F2C,CEG ENERGY OPTIONS INC.,335 8 AVE SW SUITE 1720    CALGARY AB CA T2P 1C9,780-422-1395,STRUCK,2011-07-02,,,
0F2D,WARRIOR ENERGY CORPORATION,ATT: PETER AUBRECHT C/O 639 5 AVE SW SUITE 1250   CALGARY AB CA T2P 0M9,403-263-6400,DISSOLUTION/DISSOLVED,2006-07-31,,,
0F2E,DALE BIRDSELL PROFESSIONAL CORP,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,1986-01-01,,,
0F2F,DALLAS HOLDINGS (1982) LTD,102 RIDGEMONT CRES    SHERWOOD PARK AB CA T8A 5N4,780-422-1395,ACTIVE,1995-01-01,,,
0F2G,DANEVAN RESOURCES LTD.,SITE 4 BOX 13 RR 2   OKOTOKS AB CA T1S 1A2,403-938-7176,ACTIVE,1994-01-01,,,
0F2H,DAPPER RESOURCES LTD,327 PARKVALLEY DR SE    CALGARY AB CA T2J 4V2,780-422-1395,ACTIVE,1987-10-01,,,
0F2J,DARLINGTON LAURA JEAN ,100 ARBORS PLACE UNIT 405    WOODBRIDGE ON CA L4L 7G4,780-422-1395,NON REGISTERED,2002-10-01,,,
0F2K,MOORE DAVE ,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,1993-12-01,,,
0F2L,BEDDOES DAVID LESLIE ,RR 2    CROSSFIELD AB CA T0M 0S0,780-422-1395,NON REGISTERED,1995-03-01,,,
0F2M,DAVID LIMITED PARTNERSHIP,400 3 AVE SW SUITE 2000    CALGARY AB CA T2P 4H2,780-422-1395,ACTIVE,2002-10-01,,,
0F2N,DAVIDSON NANCY E,56 TRIPP BLVD SUITE 306    TRENTON ON CA K8V 5V1,780-422-1395,NON REGISTERED,1993-01-01,,,
0F2P,DAVIS NORMAN ,"IAN D GARDENSWARTZ & ASSOCIATES, PC 6825 EAST TENNESSEE AVE SUITE 235   DENVER CO US 80224",780-422-1395,NON REGISTERED,1994-01-01,,,
0F2R,DAVRON ENTERPRISES,1711 4 ST SW SUITE 436    CALGARY AB CA T2S 1V8,403-265-8105,NON REGISTERED,2002-10-01,,,
0F2T,DEANE ENTERPRISES LTD.,PO BOX 1780    COCHRANE AB CA T4C 1B6,403-932-1254,ACTIVE,2011-10-01,,,
0F2W,DEB CANADIAN RESOURCES (1982),9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,1990-01-01,,,
0F2X,DECLERQUE CAROLINE ,264 MONTGOMERY AVE SUITE 305    HAVERFORD PA US 190411531,780-422-1395,NON REGISTERED,1994-01-01,,,
0F2Y,DECLERQUE STEVENS ,2566 S GARDEN DR SUITE 312    LAKE WORTH FL US 33461,780-422-1395,NON REGISTERED,1994-01-01,,,
0F2Z,DEERING ELEANOR ESTATE OF ,FIRST CITY TOWER 1001 FANNIN ST SUITE 4700   HOUSTON TX US 770026798,780-422-1395,NON REGISTERED,2002-10-01,,,
0F30,NCE PETROFUND CORP,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0MH4,PETROFUND CORP.,2002-10-31
0F31,THUNDERBIRD PETROLEUMS LIMITED,605 5 AVE SW SUITE 1015    CALGARY AB CA T2P 3H5,780-422-1395,STRUCK,1984-10-01,,,
0F32,LOW PHILIPS ,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0F33,CAMPO UNITED PETROLEUMS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1969-04-30,,,
0F34,ACHESON-NORTH OIL COMPANY LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1965-07-15,,,
0F35,ALSA HOLDINGS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1977-05-14,,,
0F36,DARLING L.C.M. ,PO BOX 1365 STATION M    CALGARY AB CA T2P 2L6,780-422-1395,NON REGISTERED,2002-10-01,,,
0F37,SHAW CORPORATION HOLDINGS LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1960-03-15,,,
0F38,CANADA GEOTHERMAL OIL LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0F39,KAREL OIL CO. LTD.,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,2002-10-01,,,
0F3A,MCCULLOCH JOHN S DR,1275 SWEETWATER DR    RENO NV US 89509,775-826-1166,NON REGISTERED,1994-01-01,,,
0F3B,DELL EXPLORATION LTD.,64 BAY VIEW DR SW    CALGARY AB CA T2V 3N8,403-259-3577,ACTIVE,1991-01-01,,,
0F3C,DELTA WESTERN FUNDS INC,PO BOX 551669    DALLAS TX US 753551669,780-422-1395,NON REGISTERED,1986-01-01,,,
0F3D,DERWENT PETROLEUM LTD.,8 HAYSBORO CRES SW    CALGARY AB CA T2V 3E9,780-422-1395,ACTIVE,1991-06-01,,,
0F3E,DETECTOR EXPLORATION LTD.,FOXWOOD RESOURCES LTD. 298 CROWFOOT TERRACE NW PO BOX 68162 CROWFOOT PO  CALGARY AB CA T3G 4J0,403-264-1880,STRUCK,2018-07-02,,,
0F3F,DEVON CANADA,400 3 AVE SW SUITE 2000    CALGARY AB CA T2P 4H2,403-232-7100,DISSOLUTION/DISSOLVED,2017-10-01,,,
0F3G,DEVRIES & COMPANY,BARRISTERS AND SOLICITORS 171 5005 DALHOUSIE DR NW SUITE 117   CALGARY AB CA T3A 5R8,780-422-1395,NON REGISTERED,2002-10-01,,,
0F3H,DEWITT RUTH LILLIAN ,620 WOODSIDE DR    AIRDRIE AB CA T4B 2G9,780-422-1395,NON REGISTERED,2002-10-01,,,
0F3J,DIAMOND D RANCHING & HOLDINGS CO LTD.,"BOX 6, SITE 3 RR 3   CALGARY AB CA T2J 5G5",780-422-1395,STRUCK,2005-12-02,,,
0F3K,DIMMOCK CLARENCE ,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0F3L,DIMMOCK JANE ,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0F3M,DINARD RESOURCES LTD.,615 3 AVE SW SUITE 200    CALGARY AB CA T2P 0J9,403-237-7141,ACTIVE,1988-10-01,,,
0F3N,"DIRECT ENERGY RESOURCES, A DIVISION OF DIRECT ENERGY MARKETING LIMITED",525 8 AVE SW SUITE 1200    CALGARY AB CA T2P 1G1,403-266-6393,ACTIVE,1999-01-01,,,
0F3P,VINTAGE ENERGY SERVICES INC.,SITE 16 BOX 12 RR 1   PRIDDIS AB CA T0L 1W0,403-807-2558,STRUCK,2008-04-02,,,
0F3R,DOMCAN BOUNDARY PARTNERSHIP,400 3 AVE SW SUITE 2000    CALGARY AB CA T2P 4H2,780-422-1395,ACTIVE,2002-10-01,,,
0F3T,DOME EXPLORATION MESA,607 8 AVE SW SUITE 1400    CALGARY AB CA T2P 0A7,780-422-1395,NON REGISTERED,2002-10-01,,,
0F3W,DOME PETROLEUM MESA,607 8 AVE SW SUITE 1400    CALGARY AB CA T2P 0A7,403-509-8240,NON REGISTERED,1994-01-01,,,
0F3X,"DOMINION EXPLORATION & PRODUCTION, INC",1450 POYDRAS ST    NEW ORLEANS LA US 701126000,780-422-1395,STRUCK,2002-09-03,,,
0F3Y,DOMINION EXPLORATION PARTNERSHIP,605 5 AVE SW SUITE 3200    CALGARY AB CA T2P 3H5,403-266-5522,DISSOLUTION/DISSOLVED,2007-07-17,,,
0F3Z,DONEVA HOLDINGS LTD.,149 PALISBRIAR PK SW    CALGARY AB CA T2V 5H7,780-422-1395,STRUCK,2012-06-02,,,
0F40,CONOCO INC,HIGH RIDGE PARK    STAMFORD CT US 06904,780-422-1395,STRUCK,2004-07-02,,,
0F41,"TOFIELD, TOWN OF",PO BOX 30    TOFIELD AB CA T0B 4J0,780-422-1395,NON REGISTERED,2002-10-01,,,
0F42,WEST CANADIAN OIL & GAS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1964-04-15,,,
0F43,JARVIS PETROLEUMS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1980-11-15,,,
0F44,"BROWM, GEORGE R & HERMAN",9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0F45,BOVAR INC,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0253,ORBUS PHARMA INC.,2002-10-31
0F46,VIPOND OIL & GAS INTERNATIONAL LTD.,12212 LAKE ERIE WAY SE    CALGARY AB CA T2J 2M1,780-422-1395,STRUCK,2014-03-02,,,
0F47,INTER-CITY GAS CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0F62,INTER-CITY GAS CORPORATION,2002-10-31
0F48,C AND S PETROLEUMS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1960-04-30,,,
0F49,CHIEF REDWATER OILS LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1957-02-15,,,
0F4A,DOUCHAR RESOURCES LTD.,223 DOUGLASBANK BAY SE    CALGARY AB CA T2Z 1K7,780-422-1395,STRUCK,2018-08-02,,,
0F4B,DOUGLAS OLGA ,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,1988-11-01,,,
0F4C,"HUNT, DOUGLAS PHILLIP AND HUNT, RUBY MARILYN",XXX    EDMONTON AB CA Z0Z 0Z0,780-422-1395,NON REGISTERED,2002-10-01,,,
0F4D,DOUGLASS JACK,400 3 AVE SW SUITE 100    CALGARY AB CA T2P 4H2,780-422-1395,NON REGISTERED,1994-01-01,,,
0F4E,DOWLIN RESOURCES LTD.,208 EDELWEISS DR NW    CALGARY AB CA T3A 3R7,403-263-4242,ACTIVE,1990-05-01,,,
0F4F,DOWWEST MANAGEMENT ACCOUNTING LTD.,333 5 AVE SW SUITE 1550    CALGARY AB CA T2P 3B6,780-422-1395,AMALGAMATED,2008-07-01,A53C,PANDELL TECHNOLOGY CORPORATION,2008-07-31
0F4G,DRAFORD HOLDINGS LTD.,910 7 AVE SW SUITE 730    CALGARY AB CA T2P 3N8,780-422-1395,DISSOLUTION/DISSOLVED,2007-12-31,,,
0F4H,DRILLING FUND #489027,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,1986-01-01,,,
0F4J,DRILLMEX LIMITED,999 8 AVE SW SUITE 210    CALGARY AB CA T2R 1J5,403-263-6412,ACTIVE,1993-01-01,,,
0F4K,PHILLIPS SEVALRUD LLP,521 3 AVE SW SUITE 900    CALGARY AB CA T2P 3T3,780-422-1395,STRUCK,2007-12-02,,,
0F4L,DSD RESOURCES INC.,521 3 AVE SW SUITE 1200    CALGARY AB CA T2P 3T3,403-262-7244,STRUCK,2014-04-02,,,
0F4M,DT ENERGY LTD.,505 3 ST SW SUITE 225    CALGARY AB CA T2P 3E6,403-294-0044,AMALGAMATED,2002-10-01,0X1H,DT ENERGY LTD.,2002-10-31
0F4N,DUART DEVELOPMENTS LTD.,35 MIDPARK CR SE    CALGARY AB CA T2X 1S7,780-422-1395,STRUCK,2006-10-02,,,
