Incident Number;Incident Types;Reported Date;Nearest Populated Centre;Province;Company;Status;Latitude;Longitude;Approximate Volume Released (mﾳ);Substance;Release Type;Significant;Year;Occurrence Date and Time;Discovered Date and Time;Detailed what happened;What happened category;Detailed why it happened;Why it happened category;Duration of interruption of pipeline operations;Pipeline or Facility Type;Activity being performed at time of incident;How the incident was discovered;Closed Date;Pipeline or facility equipment involved;Rupture;Incident type;Released substance type;Released volume (m3);Pipe body release;Residual effects on the environment;Source of Explosion;Source of Fire;Activity at time of fatality;Number of fatalities;Type of Injury;Number of individuals injured;Workdays lost;Work restricted by injury;Conditions that resulted in the operation beyond  limits;Conditions that resulted in adverse effects on the environment;Number of people evacuated;Regulation;Pipeline Name;Pipeline outside diameter (NPS);Pipeline length (km);Substance carried;Facility Name;Facility Type;Facility latitude;Facility longitude;Country;Affects Company Property;Off Company Property;Affects Pipeline right-of-way;Affects off Pipeline right-of-way;Land Use;Population Density;Kilometre post;Emergency Level;Investigation Type;Was NEB Staff Deployed;Related NEB event number;Equipment or component involved;Design standard;Nominal pipe size;Material;Material grade;Schedule;Design wall thickness (mm);Custom design wall thickness (mm);Actual wall thickness (mm);Licensed maximum operating pressure (kPa);Restricted operating pressure (kPa);Actual operating pressure at time of failure (kPa);Designed depth of cover (m);Actual depth of cover (m);Year of manufacture;Year of installation;Year when put into service;Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4);Weld type ;Seam type;Seam joining method;Seam clock position;Coating location;Coating type;Coating condition;Application method;Year when the coating was applied;Insulation installed;Repair type;Repair date;Equipment or component has never been inspected;Most recent inspection date for the failed equipment or component;Type of most recent inspection;Most recent inspection part of the routine inspection program;No maintenance done on this equipment or component;Date of the most recent maintenance work for the failed equipment or component;Most recent maintenance Type;Most recent maintenance work part of the routine maintenance program
INC2011-087;Release of Substance;6/5/2011;Niverville;Manitoba;TransCanada PipeLines Limited;Closed;49.58317;-97.0036;Not Provided;Natural Gas - Sweet;Gas;No;2011;NULL;2011/06/04 05:00:00 PM Mountain;Damage or deterioration mechanism, Cracking, Corrosion Fatigue;Corrosion and Cracking;Job or system factors, Excessive wear and tear, Inadequate planning of use;Maintenance;NULL;NULL;Operation;Landowner;7/30/2012;Yes;No;Release of Substance;Natural Gas - Sweet;0;No;No;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;Line 400-2;914.4;81.33942881;Natural Gas;NULL;NULL;NULL;NULL;Canada;No;No;Yes;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);Mainline Valve + Offset (km) 401+16.4 km;Level I;Standard Review;No;NULL;Pipeline, Pipe, Body;NULL;NPS 36;NULL;448 - X65;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;Replacement;6/13/2011;No;NULL;NULL;No;No;6/13/2011;Replacement;No
INC2011-089;Release of Substance;6/6/2011;Saint John;New Brunswick;Emera Brunswick Pipeline Company Ltd.;Closed;45.30744;-66.04273;Not Provided;Natural Gas - Sweet;Gas;No;2011;NULL;2011/06/06 06:40:00 AM Atlantic;Damage or deterioration mechanism, Construction, Defective Other Joint;Defect and Deterioration;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Maintenance;NULL;NULL;Operation;Employee / Contractor (Onsite);3/19/2014;Yes;No;Release of Substance;Natural Gas - Sweet;NULL;No;No;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;Emera - Red Head Metre Station;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Canada;Yes;No;No;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);NULL;Level I;Standard Review;No;NULL;Station/Facility, Pumping, Pump;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-090;Fatality;6/7/2011;Dawson Creek;British Columbia;Westcoast Energy Inc., carrying on business as Spectra Energy Transmission;Closed;55.81189;-120.86837;Not Applicable;Not Applicable;Not Applicable;Yes;2011;NULL;2011/06/07 08:05:00 AM Mountain;Substandard Acts, Improper position for task;Incorrect Operation;Job or system factors, Inadequate communications, Inadequate communication methods ;Failure in communication;NULL;NULL;Construction;Employee / Contractor (Onsite);9/13/2011;No;No;Fatality;NULL;NULL;NULL;No;NULL;NULL;Vehicle Accident;1;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;WEI - Sunset Creek Compressor Station;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Canada;Yes;No;No;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);NULL;Level I;Standard Review;No;NULL;;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-092;Release of Substance;6/9/2011;Taylor;British Columbia;Westcoast Energy Inc., carrying on business as Spectra Energy Transmission;Closed;56.14635;-120.66936;3.6;Natural Gas - Sour;Gas;No;2011;NULL;2011/06/08 09:49:00 PM Mountain;Damage or deterioration mechanism, Other Causes, Control System Malfunction;Equipment Failure;Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Engineering and Planning;NULL;NULL;Operation;NULL;4/16/2012;Yes;No;Release of Substance;Natural Gas - Sour;3.6;No;No;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;PPR;WEI - McMahon Gas Plant (Taylor Gas Plant);NULL;NULL;NULL;NULL;NULL;NULL;NULL;Canada;No;No;No;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);NULL;Level I;Standard Review;No;NULL;;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-094;Release of Substance;6/17/2011;Fort St. John;British Columbia;Westcoast Energy Inc., carrying on business as Spectra Energy Transmission;Closed;56.254;-120.716;0.0001;Natural Gas - Sweet;Gas;No;2011;2011/06/16 08:55:00 PM Mountain;2011/06/16 08:55:00 PM Mountain;Damage or deterioration mechanism, Other Causes, Improper Operation;Incorrect Operation;Job or system factors, Inadequate maintenance, Inadequate preventive, Lubrication and servicing;Maintenance;NULL;NULL;Operation;3rd Party / Other Company;12/29/2011;Yes;No;Release of Substance;Natural Gas - Sweet;0.0001;No;No;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Canada;No;No;Yes;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);Mile Post 19.3;Level I;Standard Review;No;NULL;;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-095;Operation Beyond Design Limits;6/21/2011;Hardisty;Alberta;TransCanada Keystone Pipeline GP Ltd.;Closed;52.64129;-111.2708;Not Applicable;Not Applicable;Not Applicable;No;2011;2011/06/21 06:27:00 AM Mountain;2011/06/21 06:27:00 AM Mountain;"Damage or deterioration mechanism, Construction, Defective Other Joint;Damage or deterioration mechanism, Other Causes, Control System Malfunction";Defect and Deterioration, Equipment Failure;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Maintenance;NULL;NULL;Maintenance;Employee / Contractor (Onsite);3/1/2017;Yes;No;Operation Beyond Design Limits;NULL;NULL;NULL;No;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Over Pressure;NULL;0;OPR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Canada;Yes;No;No;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);NULL;Level I;Standard Review;No;NULL;;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-099;Release of Substance;6/27/2011;Saint John;New Brunswick;Maritimes & Northeast Pipeline Management Ltd.;Closed;45.27811111;-66.0088056;Not Provided;Natural Gas - Sweet;Gas;No;2011;2011/06/15 12:00:00 AM Atlantic;2011/06/15 12:00:00 AM Atlantic;Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body;Defect and Deterioration;"Job or system factors, Inadequate engineering, Inadequate monitoring of construction;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs";Engineering and Planning, Maintenance;NULL;NULL;Operation;Employee / Contractor (Onsite);3/17/2014;Yes;No;Release of Substance;Natural Gas - Sweet;0;No;No;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;MNE - Grandview Meter Station;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Canada;Yes;No;No;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);NULL;Level I;Standard Review;No;NULL;Station/Facility, Metering, Delivering, Fitting;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-100;Release of Substance;6/27/2011;Lincoln;New Brunswick;Maritimes & Northeast Pipeline Management Ltd.;Closed;45.806186;-66.593942;Not Provided;Natural Gas - Sweet;Gas;No;2011;NULL;2011/06/22 12:00:00 AM Mountain;Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body;Defect and Deterioration;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Maintenance;NULL;NULL;Operation;Employee / Contractor (Onsite);3/17/2014;Yes;No;Release of Substance;Natural Gas - Sweet;0;No;No;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;Mainline;863.60000000, 762.00000000;574.8807991;Natural Gas;NULL;NULL;NULL;NULL;Canada;No;No;Yes;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);Mainline Valve + Offset (km);Level I;Standard Review;No;NULL;Pipeline, Fitting, Other (please explain);NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-101;Release of Substance;6/27/2011;Fredericton;New Brunswick;Maritimes & Northeast Pipeline Management Ltd.;Closed;45.881317;-66.551169;Not Provided;Natural Gas - Sweet;Gas;No;2011;NULL;2011/06/22 12:00:00 AM Mountain;Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body;Defect and Deterioration;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Maintenance;NULL;NULL;Operation;Employee / Contractor (Onsite);3/17/2014;Yes;No;Release of Substance;Natural Gas - Sweet;0;No;No;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;MNE - Fredericton Meter Station;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Canada;Yes;No;No;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);NULL;Level I;Standard Review;No;NULL;Station/Facility, Metering, Delivering, Fitting;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-102;Release of Substance;6/27/2011;Gaspereau;New Brunswick;Maritimes & Northeast Pipeline Management Ltd.;Closed;47.590212;-64.959858;Not Provided;Natural Gas - Sweet;Gas;No;2011;NULL;2011/06/23 12:00:00 AM Mountain;Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body;Defect and Deterioration;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Maintenance;NULL;NULL;Operation;Employee / Contractor (Onsite);3/17/2014;Yes;No;Release of Substance;Natural Gas - Sweet;0;No;No;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;Mainline;863.60000000, 762.00000000;574.8807991;Natural Gas;NULL;NULL;NULL;NULL;Canada;No;No;Yes;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);Mainline Valve + Offset (km);Level I;Standard Review;No;NULL;Pipeline, Fitting, Other (please explain);NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-104;Release of Substance;6/30/2011;Red Deer;Alberta;NOVA Gas Transmission Ltd.;Closed;52.24822;-113.61774;Not Provided;Natural Gas - Sweet;Gas;No;2011;2011/06/30 10:00:00 AM Mountain;2011/06/30 10:00:00 AM Mountain;Substandard Conditions, Weather Related, Lightning;External Interference;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Maintenance;NULL;NULL;Operation;3rd Party / Other Company;3/31/2014;Yes;No;Release of Substance;Natural Gas - Sweet;0;No;No;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Canada;No;No;Yes;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);Legal Subdivision SW11-38-26W4;Level I;Standard Review;No;NULL;Pipeline, Pipe, Body;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-105;Fire;7/7/2011;Edson;Alberta;NOVA Gas Transmission Ltd.;Closed;53.96088;-116.46033;Not Applicable;Not Applicable;Not Applicable;No;2011;2011/07/07 12:00:00 AM Mountain;2011/07/07 02:30:00 PM Mountain;Damage or deterioration mechanism, Equipment, Valve Seals or Packing;Equipment Failure;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Maintenance;NULL;NULL;Operation;Employee / Contractor (Onsite);3/31/2014;Yes;No;Fire;NULL;NULL;NULL;No;NULL;Other Event (Nature or 3rd Party);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;NGTL - Knight Compressor Station;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Canada;Yes;No;No;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);NULL;Level I;Standard Review;No;NULL;Station/Facility, Compression, Valve;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-106;Release of Substance;7/8/2011;Burstall;Saskatchewan;TransCanada PipeLines Limited;Closed;50.67653;-109.97885;Not Provided;Natural Gas - Sweet;Gas;No;2011;2011/05/19 09:20:00 AM Central;2011/05/19 09:20:00 AM Central;Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body;Defect and Deterioration;"Job or system factors, Inadequate engineering, Inadequate monitoring of construction;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs";Engineering and Planning, Maintenance;NULL;NULL;Operation;Employee / Contractor (Onsite);9/5/2014;Yes;No;Release of Substance;Natural Gas - Sweet;0;No;No;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;TCPL - Station 2 (Burstall Compressor Station);NULL;NULL;NULL;NULL;NULL;NULL;NULL;Canada;Yes;No;No;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);NULL;Level I;Standard Review;No;NULL;Station/Facility, Compression, Fitting;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-109;Release of Substance;7/22/2011;Caledonia;Nova Scotia;Maritimes & Northeast Pipeline Management Ltd.;Closed;45.37514774;-62.452671;113;Natural Gas - Sweet;Gas;No;2011;2011/07/19 01:00:00 PM Atlantic;2011/07/19 01:00:00 PM Atlantic;Damage or deterioration mechanism, Other Causes, Control System Malfunction;Equipment Failure;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Maintenance;NULL;NULL;Operation;Employee / Contractor (Onsite);3/14/2012;Yes;No;Release of Substance;Natural Gas - Sweet;113;No;No;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;Mainline;863.60000000, 762.00000000;574.8807991;Natural Gas;NULL;NULL;NULL;NULL;Canada;No;No;Yes;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);Mainline Valve + Offset (km) 0;Level I;Standard Review;No;NULL;;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-114;Release of Substance;8/4/2011;Halifax;Nova Scotia;Maritimes & Northeast Pipeline Management Ltd.;Closed;44.648901;-63.575335;934;Natural Gas - Sweet;Gas;No;2011;2011/08/04 09:30:00 AM Atlantic;2011/08/04 09:30:00 AM Atlantic;Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body;Defect and Deterioration;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Maintenance;NULL;NULL;Operation;Employee / Contractor (Onsite);3/20/2012;Yes;No;Release of Substance;Natural Gas - Sweet;934;No;No;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;Halifax Lateral;323.9;126.1401343;Natural Gas;NULL;NULL;NULL;NULL;Canada;No;No;Yes;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);Kilometer Post 77;Level I;Standard Review;No;NULL;Pipeline, Fitting, Tee, Body;NULL;NPS 1/2;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-115;Release of Substance;8/4/2011;Fredericton;New Brunswick;Maritimes & Northeast Pipeline Management Ltd.;Closed;45.45872;-67.02456;Not Provided;Natural Gas - Sweet;Gas;No;2011;2011/08/02 10:00:00 AM Atlantic;2011/08/02 10:00:00 AM Atlantic;Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body;Defect and Deterioration;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Maintenance;NULL;NULL;Construction;Employee / Contractor (Onsite);3/17/2014;Yes;No;Release of Substance;Natural Gas - Sweet;0;No;No;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;MNE - MLV 518;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Canada;No;No;Yes;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);NULL;Level I;Standard Review;No;NULL;Pipeline, Fitting, Other (please explain);NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-116;Fire;8/4/2011;Herbert;Saskatchewan;TransCanada Keystone Pipeline GP Ltd.;Closed;50.53923;-107.30765;Not Applicable;Not Applicable;Not Applicable;No;2011;2011/08/04 11:00:00 AM Mountain;2011/08/04 11:00:00 AM Mountain;"Substandard Acts, Failure to identify hazard or risk;Substandard Acts, Failure to check or monitor;Substandard Conditions, Inadequate guards or barriers;Substandard Conditions, Inadequate ventilation;Substandard Conditions, Inadequate instructions or procedures";External Interference, Incorrect Operation;"Personal factors, Lack of knowledge, Inadequate initial training;Personal factors, Lack of skill, Inadequate initial instruction;Job or system factors, Inadequate leadership and/or supervision, Inadequate work planning or programming;Job or system factors, Inadequate leadership and/or supervision, Inadequate instructions, orientation and/or training";Human Factors, Inadequate Supervision;NULL;NULL;Construction;Employee / Contractor (Onsite);8/26/2016;No;No;Fire;NULL;NULL;NULL;No;NULL;Welding or Cutting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;TCP Keystone - Herbert Pump Station #13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Canada;Yes;No;No;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);NULL;Level I;Standard Review;No;NULL;;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-119;Fire;8/6/2011;Consort;Alberta;TransCanada Keystone Pipeline GP Ltd.;Closed;51.92351;-110.63297;Not Applicable;Not Applicable;Not Applicable;No;2011;2011/08/04 01:00:00 PM Mountain;2011/08/04 12:00:00 PM Mountain;Substandard Conditions, Inadequate guards or barriers;External Interference;Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules;Standards and Procedures;NULL;NULL;Construction;Employee / Contractor (Onsite);1/23/2017;No;No;Fire;NULL;NULL;NULL;No;NULL;Welding or Cutting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Canada;Yes;No;No;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);NULL;Level I;Standard Review;No;NULL;;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-120;Fire;8/6/2011;Oyen;Alberta;TransCanada Keystone Pipeline GP Ltd.;Closed;51.42256;-110.54117;Not Applicable;Not Applicable;Not Applicable;No;2011;2011/08/05 11:45:00 AM Mountain;2011/08/05 11:45:00 AM Mountain;Substandard Conditions, Inadequate guards or barriers;External Interference;Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules;Standards and Procedures;NULL;NULL;Construction;Employee / Contractor (Onsite);1/23/2017;No;No;Fire;NULL;NULL;NULL;No;NULL;Welding or Cutting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Canada;Yes;No;No;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);NULL;Level I;Standard Review;No;NULL;;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-125;Fire;8/9/2011;Rapid City;Manitoba;TransCanada Keystone Pipeline GP Ltd.;Closed;50.0749;-100.00047;Not Applicable;Not Applicable;Not Applicable;No;2011;2011/08/09 11:00:00 AM Mountain;2011/08/09 11:00:00 AM Mountain;"Damage or deterioration mechanism, Other Causes, Control System Malfunction;Substandard Conditions, Fire and explosion hazards";Equipment Failure, External Interference;"Job or system factors, Excessive wear and tear, Improper loading or rate of use;Job or system factors, Inadequate maintenance, Inadequate reparative, Part substitution";Maintenance;NULL;NULL;Operation;Employee / Contractor (Onsite);3/31/2014;Yes;No;Fire;NULL;NULL;NULL;No;NULL;Housekeeping;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;TCP Keystone - Rapid City Pump Station 23;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Canada;Yes;No;No;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);NULL;Level I;Standard Review;No;NULL;;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
INC2011-127;Release of Substance;8/16/2011;Meanook;Alberta;NOVA Gas Transmission Ltd.;Closed;54.46884;-113.21624;Not Provided;Natural Gas - Sweet;Gas;No;2011;2011/08/15 12:00:00 AM Mountain;2011/08/15 09:37:00 AM Mountain;Damage or deterioration mechanism, Construction, Defective Other Joint;Defect and Deterioration;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Maintenance;NULL;NULL;Operation;3rd Party / Other Company;3/15/2012;Yes;No;Release of Substance;Natural Gas - Sweet;0;No;No;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;OPR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Canada;Yes;No;No;No;Unknown Land Use (Historical Data Migration);Unknown Population Density (Historical Data Migration);NULL;Level I;Standard Review;No;NULL;;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No;NULL;NULL;No;NULL;NULL;No;No;NULL;NULL;No
