Licence_Number,NEB_Pipeline_Indicator,Segment_Line_Number,Licence_Line_Number,Pipeline_Licence_Segment_Id,Company_Name,BA_Code,Pipeline_Specification_Id,Segment_Length,Segment_Status,Segment_From_Facility,From_Location,Segment_To_Facility,To_Location,H2S_Release_Volume,H2S_Release_Level,H2S_Content,Pipe_Technical_Standard,Pipe_Outside_Diameter,Pipe_Type,Pipe_Wall_Thickness,Pipe_Grade,Pipe_Material,Pipe_Max_Operating_Pressure,Pipe_Stress_Level,Pipe_Joint_Method,Pipe_Internal_Protection,Field_Centre,Bidirectional_Pipeline_Ind,HDD_Bored_Ind,Liner_Grade,Liner_Type,Pipeline_External_Protection,Pipeline_Environment,Pipeline_Class_Location,Substance 1,Substance 2,Substance 3,Original_Licence_Number,Original_Pipe_Specification_Id,Original_Segment_Line_Number,Licence_Approval_Date,Original_Licence_Issue_Date,Permit_Approval_Date,Permit_Expiry_Date,Last_Occurrence_Year,Above_Ground_Pipeline
15362,N,10,15362-10,71952,Conserve Oil 8th Corporation,A75F,1,0.08,Removed,Blind End,04-30-038-26W4,Blind End,04-30-038-26W4,,,140,Z662,60.3,Z245.3,3.91,2902,Steel,0,0,Welded,Uncoated,Red Deer,,,,,,,,Oil-Well Effluent,,,15362,,10,2005-08-26 00:00:00,,2010-08-06 16:04:00,,1983,
18150,N,177,18150-177,339062,County of Vermilion River Co-op,0CL7,5,0.35,Removed,Blind End,14-34-054-02W4,Blind End,15-34-054-02W4,,,0,Z662,60.3,6063,2.16,T1A,Aluminum,3100,60,High-Energy Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,18150,,43,1984-10-15 00:00:00,,2017-09-20 21:13:00,,1984,
18500,N,90,18500-90,90450,Pembina Pipeline Corporation,0205,30,0.29,Removed,Blind End,04-08-063-25W5,Blind End,04-08-063-25W5,,,0,Z662,323.9,Z245.1,9.5,3591,Steel,0,0,Welded,Uncoated,Grande Prairie,,,,,,Creek Crossing,,Liquid Ethane,Condensate,Crude Oil,18500,,90,1988-12-19 00:00:00,1988-01-11 00:00:00,2015-10-27 13:41:00,1989-01-11 00:00:00,1988,
15852,N,95,15852-95,74662,Husky Oil Operations Limited,0R46,40,0.03,Discontinued,Blind End,08-32-108-07W6,Blind End,08-32-108-07W6,,,50, ,114.3,5L,4.78,X42,Steel,0,0,Welded,Uncoated,Grande Prairie,,,,,,,,Oil-Well Effluent,,,15852,,95,2006-08-01 00:00:00,1989-01-05 00:00:00,1989-01-05 00:00:00,1990-01-05 00:00:00,1988,
19976,N,466,19976-466,101686,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,11-27-041-12W4,Blind End,11-27-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,466,1996-07-24 00:00:00,,,,1995,
19976,N,469,19976-469,101688,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,11-27-041-12W4,Blind End,11-27-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,469,1996-07-24 00:00:00,,,,1995,
19976,N,375,19976-375,101620,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,03-33-041-12W4,Blind End,03-33-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,375,1996-07-24 00:00:00,,,,1995,
19976,N,377,19976-377,101622,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,03-33-041-12W4,Blind End,03-33-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,377,1996-07-24 00:00:00,,,,1995,
19976,N,379,19976-379,101624,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,03-33-041-12W4,Blind End,03-33-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,379,1996-07-24 00:00:00,,,,1995,
19976,N,381,19976-381,101626,Harvest Operations Corp.,0Z0H,24,0.01,Abandoned,Blind End,03-33-041-12W4,Blind End,03-33-041-12W4,,,52.6,Z662,88.9,5LX,3.96,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,381,1996-07-24 00:00:00,,,,1995,
19976,N,384,19976-384,101628,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,02-33-041-12W4,Blind End,03-33-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,384,1996-07-24 00:00:00,,,,1995,
19976,N,385,19976-385,101629,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,03-33-041-12W4,Blind End,03-33-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,385,1996-07-24 00:00:00,,,,1995,
19976,N,475,19976-475,101693,Harvest Operations Corp.,0Z0H,28,0.01,Abandoned,Blind End,03-32-041-12W4,Blind End,03-32-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,475,1996-07-24 00:00:00,,,,1995,
18049,N,9,18049-9,87696,Obsidian Energy Ltd.,0BP8,16,0.01,Operating,Pipeline,07-15-047-07W5,Pipeline,07-15-047-07W5,,,0,Z662,219.1,Z245.3,8.18,2901,Steel,1380,6,Welded,Uncoated,Drayton Valley,,,,,,,,Natural Gas,,,18049,,9,1982-09-29 00:00:00,,,,1982,
18049,N,12,18049-12,87698,Obsidian Energy Ltd.,0BP8,14,0.01,Operating,Pipeline,07-31-046-06W5,Pipeline,07-31-046-06W5,,,0,Z662,168.3,Z245.3,7.11,3591,Steel,1380,5,Welded,Uncoated,Drayton Valley,,,,,,,,Natural Gas,,,18049,,12,1982-09-29 00:00:00,,,,1982,
18049,N,18,18049-18,87703,Obsidian Energy Ltd.,0BP8,7,0.01,Operating,Pipeline,12-03-046-06W5,Battery,12-03-046-06W5,,,0,Z662,114.3,Z245.3,4.78,2901,Steel,1380,6,Welded,Uncoated,Drayton Valley,,,,,,,,Natural Gas,,,18049,,18,1988-05-30 00:00:00,,,,1988,
18049,N,21,18049-21,87705,Obsidian Energy Ltd.,0BP8,13,0.01,Operating,Pipeline,12-16-046-06W5,Battery,12-16-046-06W5,,,0,Z662,168.3,Z245.3,7.11,2901,Steel,1380,6,Welded,Uncoated,Drayton Valley,,,,,,,,Natural Gas,,,18049,,21,1982-09-29 00:00:00,,,,1982,
16801,N,1,16801-1,81013,Obsidian Energy Ltd.,0BP8,2,0.81,Removed,Blind End,16-01-047-10W5,Blind End,06-01-047-10W5,,,0,Z183,88.9,5L,5.49,B,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,16801,,1,1979-08-31 00:00:00,,2014-01-02 15:53:00,,1979,
18734,N,17,18734-17,303661,Canadian Natural Resources Limited,0HE9,1,0.05,Removed,Blind End,06-19-021-05W4,Blind End,06-19-021-05W4,,,0, ,60.3,5LX,3.18,X42,Steel,0,0,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,18734,,2,1981-07-13 00:00:00,,2010-10-08 13:40:00,2008-09-12 00:00:00,1981,
13640,N,6,13640-6,63199,Canlin Energy Corporation,A7M1,6,0.03,Operating,Well,09-28-018-01W4,Pipeline,10-28-018-01W4,,,0,Z662,88.9,5LX,2.11,X42,Steel,1650,12,Zap-Lok,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,13640,,6,1978-08-04 00:00:00,,,,1978,
16933,N,13,16933-13,81947,Cardinal Energy Ltd.,A6A7,7,0.03,Operating,Pipeline,03-34-072-05W5,Pipeline,03-34-072-05W5,,,2, ,88.9,5LX,3.18,X42,Steel,4960,24,Welded,Uncoated,Slave Lake,,,,,,Creek Crossing,,Oil-Well Effluent,,,16933,,13,1979-08-21 00:00:00,,2006-03-30 00:00:00,2006-03-30 00:00:00,1964,
18009,N,10,18009-10,87461,Harvest Operations Corp.,0Z0H,1,0.01,Operating,Well,03-07-036-02W5,Pipeline,03-07-036-02W5,,,0, ,88.9,A333,3.18,6,Steel,9930,58,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,18009,,10,1981-03-04 00:00:00,1980-03-11 00:00:00,1980-03-11 00:00:00,1981-03-11 00:00:00,1981,
18009,N,14,18009-14,87463,Harvest Operations Corp.,0Z0H,9,0.01,Operating,Pipeline,05-06-036-02W5,Pipeline,05-06-036-02W5,,,0, ,114.3,A333,3.96,6,Steel,9930,59,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,18009,,14,1981-03-04 00:00:00,1980-03-11 00:00:00,1980-03-11 00:00:00,1981-03-11 00:00:00,1981,
18009,N,19,18009-19,87466,Harvest Operations Corp.,0Z0H,9,0.01,Operating,Pipeline,05-06-036-02W5,Pipeline,05-06-036-02W5,,,0, ,114.3,A333,3.96,6,Steel,9930,59,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,18009,,19,1981-03-04 00:00:00,1980-03-11 00:00:00,1980-03-11 00:00:00,1981-03-11 00:00:00,1981,
18009,N,21,18009-21,87468,Harvest Operations Corp.,0Z0H,1,0.01,Operating,Pipeline,06-05-036-02W5,Pipeline,06-05-036-02W5,,,0, ,88.9,A333,3.18,6,Steel,9930,58,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,18009,,21,1999-07-29 00:00:00,1980-03-11 00:00:00,1980-03-11 00:00:00,1981-03-11 00:00:00,1981,
18009,N,24,18009-24,87471,Harvest Operations Corp.,0Z0H,14,0.01,Operating,Pipeline,10-06-036-02W5,Battery,10-06-036-02W5,,,0, ,114.3,A333,8.56,6,Steel,9930,28,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,18009,,24,1981-03-04 00:00:00,1980-03-11 00:00:00,1980-03-11 00:00:00,1981-03-11 00:00:00,1981,
10528,N,4,10528-4,47777,Perpetual Operating Corp.,A1WD,2,0.02,Operating,Pipeline,08-15-050-10W4,Gas Prot. Line,08-15-050-10W4,,,0,,60.3,Z245-4,5.54,351,Steel,4830,0,Welded,Uncoated,Wainwright,,,,,,,,LVP Products,Natural Gas,,10528,,4,1978-08-22 00:00:00,,,,1978,
16554,N,4,16554-4,78677,Obsidian Energy Ltd.,0BP8,5,0.14,Removed,Blind End,16-11-049-09W5,Blind End,16-11-049-09W5,,,0,Z662,88.9,5L,5.49,B,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,River Crossing,,Oil-Well Effluent,,,16554,,4,1979-06-07 00:00:00,,2013-04-29 14:10:00,,1979,
17423,N,9,17423-9,85099,Long Run Exploration Ltd.,A517,10,0.01,Operating,Well,04-11-071-18W5,Pipeline,04-11-071-18W5,,,0,Z662,88.9,UUUUUU,9.99,UUUU,Steel,2750,0,Welded,Uncoated,Grande Prairie,,,,,,,,Oil-Well Effluent,,,17423,,9,1994-12-09 00:00:00,,,,1994,
18799,N,12,18799-12,92169,Canadian Natural Resources Limited,0HE9,1,0.02,Operating,Well,10-08-072-09W4,Pipeline,10-08-072-09W4,,,0, ,60.3,A106,3.91,B,Steel,1970,6,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,18799,,12,,,2002-02-04 00:00:00,2002-02-04 00:00:00,1984,
18799,N,22,18799-22,92176,Canadian Natural Resources Limited,0HE9,27,0.01,Operating,Compressor Station,04-35-071-10W4,Meter Station,04-35-071-10W4,,,0, ,168.3,A106,10.97,B,Steel,9300,30,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,18799,,22,1984-12-17 00:00:00,,,,1984,
3086,N,3,3086-3,332762,Pembina Pipeline Corporation,0205,4,0.4,Removed,Blind End,13-33-063-10W5,Blind End,14-33-063-10W5,,,0,Z183,406.4,5LX,6.35,X46,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Crude Oil,,,3086,,1,1995-02-21 00:00:00,,2015-11-25 14:28:00,,1961,
19976,N,481,19976-481,101696,Harvest Operations Corp.,0Z0H,4,0.02,Abandoned,Blind End,03-32-041-12W4,Blind End,03-32-041-12W4,,,52.6,Z662,9.9,5LX,4.78,X42,Steel,0,0,Welded,Yes,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,481,1996-07-24 00:00:00,,,,1995,
19976,N,485,19976-485,101697,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,03-32-041-12W4,Blind End,03-32-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,485,1996-07-24 00:00:00,,,,1995,
19976,N,486,19976-486,101698,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,06-32-041-12W4,Blind End,03-32-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,486,1996-07-24 00:00:00,,,,1995,
19976,N,530,19976-530,101719,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,09-29-041-12W4,Blind End,09-29-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,530,1996-07-24 00:00:00,,,,1995,
19976,N,532,19976-532,101720,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,09-29-041-12W4,Blind End,09-29-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,532,1996-07-24 00:00:00,,,,1995,
19976,N,537,19976-537,101723,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,09-29-041-12W4,Blind End,09-29-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,537,1996-07-24 00:00:00,,,,1995,
19976,N,540,19976-540,101725,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,09-29-041-12W4,Blind End,09-29-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,540,1996-07-24 00:00:00,,,,1995,
14296,N,3,14296-3,66773,Canadian Natural Resources Limited,0HE9,1,0.02,Abandoned,Blind End,02-19-050-01W4,Blind End,02-19-050-01W4,,,0,Z662,60.3,5LX,3.18,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,14296,,3,1978-02-17 00:00:00,,2004-06-04 00:00:00,2004-06-04 00:00:00,1978,
17347,N,25,17347-25,84745,AltaGas Ltd.,A0TK,4,0.04,Abandoned,Blind End,06-04-055-19W4,Blind End,06-04-055-19W4,,,0,Z662,88.9,A106,5.49,B,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,17347,,25,1995-03-23 00:00:00,,2003-10-22 00:00:00,2003-10-22 00:00:00,1981,
17347,N,26,17347-26,84746,AltaGas Ltd.,A0TK,4,0.03,Abandoned,Blind End,06-04-055-19W4,Blind End,06-04-055-19W4,,,0,Z662,88.9,A106,5.49,B,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,17347,,26,1995-03-23 00:00:00,,2003-10-22 00:00:00,2003-10-22 00:00:00,1981,
18273,N,25,18273-25,89037,Canadian Natural Resources Limited,0HE9,9,0.02,Operating,Pipeline,01-34-040-09W5,Gas Processing Plant,01-34-040-09W5,,,0,Z662,168.3,Z245.3,7.11,2901,Steel,7580,31,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,18273,,25,1981-06-23 00:00:00,,,,1981,
18273,N,26,18273-26,89038,Canadian Natural Resources Limited,0HE9,6,0.02,Operating,Pipeline,01-34-040-09W5,Gas Processing Plant,01-34-040-09W5,,,0,Z662,88.9,Z245.3,5.49,2901,Steel,7580,21,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,18273,,26,1981-06-23 00:00:00,,,,1981,
18273,N,27,18273-27,89039,Canadian Natural Resources Limited,0HE9,9,0.02,Operating,Pipeline,01-34-040-09W5,Gas Processing Plant,01-34-040-09W5,,,0,Z662,168.3,Z245.3,7.11,2901,Steel,7580,31,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,18273,,27,1981-06-23 00:00:00,,,,1981,
18273,N,28,18273-28,89040,Canadian Natural Resources Limited,0HE9,6,0.02,Operating,Pipeline,01-34-040-09W5,Gas Processing Plant,01-34-040-09W5,,,0,Z662,88.9,Z245.3,5.49,2901,Steel,7580,21,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,18273,,28,1981-06-23 00:00:00,,,,1981,
2877,N,49,2877-49,325735,ARC Resources Ltd.,0G30,7,0.11,Removed,Blind End,04-05-049-07W5,Blind End,04-05-049-07W5,,,0.1, ,168.3,5L,4.78,A,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,,,,,,2014-05-20 15:45:00,2004-11-17 00:00:00,2004,
12392,N,5,12392-5,58283,Long Run Exploration Ltd.,A517,1,0.02,Operating,Well,10-11-102-03W6,Pipeline,10-11-102-03W6,,,0, ,88.9,5LX,3.18,X42,Steel,3100,15,Welded,Uncoated,Grande Prairie,,,,,,,,Natural Gas,,,12392,,5,1979-07-13 00:00:00,,,,1979,
16979,N,11,16979-11,82251,Canadian Natural Resources Limited,0HE9,16,0.1,Removed,Blind End,11-36-044-22W4,Blind End,11-36-044-22W4,,,0, ,114.3,Z245.1,3.2,2901,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,16979,,11,1997-05-05 00:00:00,1996-11-05 00:00:00,2013-12-11 16:04:00,2007-12-19 00:00:00,1997,
15122,N,13,15122-13,70395,ATCO Gas And Pipelines Ltd.,0144,2,0.01,Operating,Pipeline,01-24-072-10W6,Regulator Station,01-24-072-10W6,,,0,Z662,26.7,Z245.3,2.87,1721,Steel,4140,11,Welded,Uncoated,Grande Prairie,,,,,,,,Natural Gas,,,15122,,13,2009-11-30 00:00:00,,,,1970,
18009,N,30,18009-30,87476,Harvest Operations Corp.,0Z0H,20,0.01,Operating,Pipeline,10-06-036-02W5,Battery,10-06-036-02W5,,,0, ,168.3,A333,10.97,6,Steel,9930,32,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,18009,,30,1981-03-04 00:00:00,1980-03-11 00:00:00,1980-03-11 00:00:00,1981-03-11 00:00:00,1981,
18009,N,34,18009-34,87479,Harvest Operations Corp.,0Z0H,20,0.01,Operating,Pipeline,10-06-036-02W5,Battery,10-06-036-02W5,,,0, ,168.3,A333,10.97,6,Steel,9930,32,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,18009,,34,1999-07-29 00:00:00,1980-03-11 00:00:00,1980-03-11 00:00:00,1981-03-11 00:00:00,1981,
2877,N,45,2877-45,325731,ARC Resources Ltd.,0G30,7,0.16,Removed,Blind End,14-06-049-07W5,Blind End,15-06-049-07W5,,,0.1, ,168.3,5L,4.78,A,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,,,,,,2014-05-20 15:45:00,2004-11-17 00:00:00,2004,
2877,N,47,2877-47,325733,ARC Resources Ltd.,0G30,7,0.39,Removed,Blind End,10-06-049-07W5,Blind End,09-06-049-07W5,,,0.1, ,168.3,5L,4.78,A,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,,,,,,2014-05-20 15:45:00,2004-11-17 00:00:00,2004,
29163,N,2,29163-2,331960,Husky Oil Operations Limited,0R46,2,0.25,Removed,Blind End,08-26-046-15W5,Blind End,09-26-046-15W5,,,180,Z662,168.3,Z245.1,4.8,3592,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,Creek Crossing,,Sour Natural Gas,,,29163,,1,,1996-03-21 00:00:00,2015-08-13 11:31:00,2000-05-01 00:00:00,1996,
1534,N,78,1534-78,321767,ATCO Gas And Pipelines Ltd.,0144,13,0.06,Removed,Blind End,01-05-021-02W5,Blind End,01-05-021-02W5,,,0.01,Z662,273.1,UUUUUU,6.35,A,Steel,0,0,Mechanical Coupling,Uncoated,Calgary,,,,,,Creek Crossing,,Natural Gas,,,1534,,3,2006-10-03 00:00:00,,2013-09-09 14:53:00,2007-02-21 00:00:00,1991,
16832,N,7,16832-7,325802,Accel Canada Holdings Limited,A7ND,3,0.91,Removed,Blind End,02-32-056-21W4,Blind End,13-29-056-21W4,,,0, ,88.9,Z245.1,3.2,2901,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,HVP Products,,,16832,,2,2004-11-29 00:00:00,2003-11-27 00:00:00,2014-05-22 12:57:00,2004-11-27 00:00:00,2004,
16832,N,5,16832-5,319725,Accel Canada Holdings Limited,A7ND,3,2.7,Removed,Blind End,16-18-056-21W4,Blind End,05-18-056-21W4,,,0, ,88.9,Z245.1,3.2,2901,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,HVP Products,,,16832,,1,1995-10-27 00:00:00,,2013-03-18 11:09:00,2004-11-27 00:00:00,1980,
25098,N,1,25098-1,129980,Crescent Point Energy Corp.,A2J6,3,0.05,Removed,Blind End,03-32-034-18W4,Blind End,03-32-034-18W4,,,0,Z662,88.9,FSLP,7.87,1500,Composite,0,,Mechanical Coupling,Uncoated,Red Deer,,,,,,,,Salt Water,,,25098,,1,1991-05-24 00:00:00,1990-11-21 00:00:00,2013-01-25 16:26:00,2006-09-12 00:00:00,1990,
16312,N,6,16312-6,77444,Bonterra Energy Corp.,0XZ4,7,0.04,Operating,Well,14-29-048-04W5,Satellite,14-29-048-04W5,,,0, ,88.9,5L,5.49,B,Steel,1210,4,Threaded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,16312,,6,1981-05-22 00:00:00,,,,1960,
23852,N,4,23852-4,123730,Surge Energy Inc.,0YK4,2,0.01,Operating,Well,14-03-037-05W4,Satellite,14-03-037-05W4,,,20,Z662,80.8,CEN,2.54,800,Fibreglass,1720,,Threaded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,23852,,4,1998-08-10 00:00:00,1998-02-09 00:00:00,1998-02-09 00:00:00,1998-08-09 00:00:00,1998,
29434,N,9,29434-9,187710,Ember Resources Inc.,A1H9,2,0.02,Operating,Pipeline,14-06-040-22W4,Pipeline,14-06-040-22W4,,,0,Z662,88.9,Z245.1,3.2,2901,Steel,4830,23,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,29434,,9,2003-01-29 00:00:00,2002-07-29 00:00:00,2002-07-29 00:00:00,2003-01-29 00:00:00,2003,
15737,N,11,15737-11,73798,Tuscany Energy Ltd.,0H94,4,0.01,Operating,Pipeline,16-26-060-09W4,Pipeline,16-26-060-09W4,,,0,Z662,88.9,A106,5.49,B,Steel,4960,17,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,15737,,11,1980-01-15 00:00:00,,,,1980,
13732,N,1,13732-1,63689,Encana Corporation,0026,1,0.02,Operating,Compressor Station,06-28-023-25W4,Pipeline,06-28-023-25W4,,,0,X,114.3,A106,8.56,B,Steel,9930,28,Welded,Uncoated,Calgary,,,,,,,,Natural Gas,,,13732,,1,1986-01-28 00:00:00,,,,1978,
26729,N,6,26729-6,139226,Alphabow Energy Ltd.,A7H2,9,0.01,Removed,Blind End,09-03-041-14W4,Blind End,09-03-041-14W4,,,50,Z662,168.3,Z245.1,3.2,3592,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Sour Natural Gas,,,26729,,6,1994-05-27 00:00:00,1993-10-07 00:00:00,2014-01-08 16:28:00,1994-10-07 00:00:00,1993,
14898,N,3,14898-3,69719,Lexin Resources Ltd.,0CW8,1,0.03,Operating,Well,06-15-020-27W4,Battery,06-15-020-27W4,,,0,Z662,88.9,5LX,3.18,X42,Steel,5520,27,Welded,Uncoated,Calgary,,,,,,,,Oil-Well Effluent,,,14898,,3,1979-03-16 00:00:00,,,,1979,
14944,N,9,14944-9,69906,NAL Resources Limited,0TM9,5,0.05,Removed,Blind End,06-08-035-04W5,Blind End,06-08-035-04W5,,,0,Z662,60.3,Z245.1,3.2,2901,Steel,0,0,Welded,Uncoated,Red Deer,,,,,,,,Oil-Well Effluent,,,14944,,9,1995-05-10 00:00:00,1994-11-10 00:00:00,2011-04-05 17:04:00,1995-05-10 00:00:00,1995,
18185,N,21,18185-21,310878,ATCO Gas And Pipelines Ltd.,0144,4,0.15,Removed,Blind End,16-36-071-05W6,Blind End,16-36-071-05W6,,,0,Z662,88.9,Z245.3,3.18,2902,Steel,6550,32,Welded,Uncoated,Grande Prairie,,,,,,Creek Crossing,,Natural Gas,,,18185,,3,2000-07-14 00:00:00,,2011-10-21 15:02:00,2003-09-16 00:00:00,1981,
18500,N,105,18500-105,325756,Pembina Pipeline Corporation,0205,19,0.06,Removed,Blind End,09-10-070-08W6,Blind End,09-10-070-08W6,,,0,Z662,323.9,Z245.5,9.53,3591,Steel,0,0,Welded,Uncoated,Grande Prairie,,,,,,,,Liquid Ethane,Condensate,Crude Oil,18500,,9,1982-01-26 00:00:00,,2014-11-18 15:51:00,,1982,
19180,N,5,19180-5,95154,Whitecap Resources Inc.,A5BE,2,0.02,Discontinued,Well,05-18-035-03W5,Satellite,05-18-035-03W5,,,0, ,88.9,5LX,3.18,X42,Steel,0,0,Welded,Uncoated,Red Deer,,,,,,,,Oil-Well Effluent,,,19180,,5,1981-11-18 00:00:00,,,,1981,
1682,N,5,1682-5,321452,ConocoPhillips Canada Resources Corp.,A5G3,2,0.52,Removed,Blind End,12-36-023-01W5,Blind End,04-01-024-01W5,,,0,Z662,168.3,5L,7.11,A,Steel,0,0,Welded,Uncoated,Calgary,,,,,,,,LVP Products,Natural Gas,,1682,,2,1995-11-09 00:00:00,,2013-09-10 15:51:00,,1980,
17390,N,3,17390-3,84933,Paramount Resources Ltd.,0AW4,1,0.01,Operating,Pipeline,03-21-115-06W6,Battery,03-21-115-06W6,,,163,Z662,88.9,A106,5.49,B,Steel,5650,19,Welded,Uncoated,Grande Prairie,,,,,,,,Oil-Well Effluent,,,17390,,3,1980-04-18 00:00:00,,,,1980,
17552,N,4,17552-4,85818,595988 Alberta Ltd.,0NK4,1,0.01,Abandoned,Pipeline,06-09-057-20W4,Meter Reg. Station,06-09-057-20W4,,,0,Z662,60.3,A106,4.77,B,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,17552,,4,,1997-11-26 00:00:00,1997-11-26 00:00:00,1997-11-26 00:00:00,1980,
13923,N,25,13923-25,328791,Regco Petroleums Ltd.,0FE8,5,0.5,Removed,Blind End,06-19-054-24W4,Blind End,11-19-054-24W4,,,0,Z662,88.9,5LX,3.96,X42,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,13923,,7,,,2014-11-20 16:26:00,2000-10-11 00:00:00,1979,
