refno,date_incident,date_notification,company,city,type,product,volume,status,summary
20162881,2016-09-29,2016-09-29,Direct Energy Marketing Limited,Hinton (62 km SE),Facility,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,Emergency phase over.,Company reported a gas release following an H2S odour complaint. System was isolated. No reported impacts to waterbodies or wildlife.
20161759,2016-06-28,2016-06-28,Canadian Natural Resources Limited,Sexsmith (23 km NW),Pipeline,Sour Gas,0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,Release of sour gas sub surface due to an issue on a pipeline. Staining of soil is visible at surface. Line has been shut in and depressurized. Clean up underway and no reported impacts to wildlife or a waterbody.
20181354,2018-04-26,2018-04-26,Little Rock Resources Ltd.,Bassano (17 km SW),Pipeline,Salt/Produced Water,0.1 or less m3,Emergency phase over,Release occurred from a pipeline. Clean up is underway. No reported impacts to wildlife.
20181355,2018-04-25,2018-04-26,Japan Canada Oil Sands Limited,Fort McMurray (50 km SW),Pipeline,Steam Condensate,0.15 m3,No emergency phase.,Release occurred from a pipeline. Clean up is underway. No impacts to wildlife or waterbodies reported.
20161978,2016-07-19,2016-07-19,Apache Canada Ltd.,Consort (1 km W),Facility,Emulsion,2 m3,No emergency phase.,"Release of emulsion off lease due to an issue at a facility. Facility shut in, clean up underway and landowner has been notified. No reported impacts to a wildlife or a waterbody."
20140663,2014-03-19,2014-03-19,Canadian Natural Resources Limited,Wabasca (34 km E),Facility,Crude Bitumen,1.5 m3,No emergency phase.,The company reported a release of Crude Bitumen. The Crude Bitumen when offsite. No waterways were impacted. The cleanup is underway.
20140661,2014-03-21,2014-03-21,Black Pearl Resources,Slave Lake (19 km W),Well,Emulsion,1 m3,No emergency phase.,The company reported a release of Emulsion. The Emulsion when offsite. No waterways were impacted. The cleanup is underway.
20171876,2017-06-11,2017-06-11,Cardinal Energy Ltd.,Slave Lake (12 km SE),Pipeline,Emulsion,0.1 m3 or less m3,No Emergency Phase,Release of sour emulsion due to an issue on a pipeline. Line has been shut in and isolated. Clean up is underway and no reported impacts to wildlife or waterbody.
20173408,2017-11-03,2017-11-03,Sinopec Daylight Energy Ltd.,Drayton Valley (14 km NE),Pipeline,Crude Oil,0.1 or less m3,No emergency phase,A release occurred involving H2S gas from a pipeline. Clean up is underway. No impacts to waterbodies or wildlife were reported.
20151812,2015-07-08,2015-07-08,Canadian Natural Resources Limited,Wainwright (30 km SE),Well,Salt/Produced Water,5 m3,No emergency phase.,A small release was discovered during monitoring. No impacts to wildlife or waterbodies reported.
20142817,2014-10-29,2014-10-29,Encana Corporation,Standard (11 km NE),Well,Crude Oil,1 m3,No emergency phase.,"Release of crude oil from a failed packing on a pumping oil well. Majority of the crude oil stayed on lease, with some migrating off. The company continues with clean up. No reported impacts to wildlife."
20182912,2018-09-11,2018-09-11,NAL Resources Limited,Sylvan Lake (24 km SW),Pipeline,Crude Oil,0.1 or less m3,No emergency phase,Release occurred from a pipeline. Clean up is underway. No reported impacts to wildlife or waterbodies.
20170738,2017-03-01,2017-03-01,Ember Resources Inc.,Valleyview (14 km SE),Pipeline,Crude Oil and Fresh Water,0.5 m3 and 2 m3 respectively,No emergency phase,Release of crude oil and water. Clean up underway. No reported impacts to water bodies or wildlife.
20171978,2017-06-17,2017-06-19,Canadian Natural Resources Limited,Grande Prairie (26 km NE),Well,Salt/Produced Water,5 m3,No emergency phase.,Release of salt/produced water. Release was contained and cleaned up. No reported impacts to wildlife or waterbodies.
20172380,2017-07-25,2017-07-25,Canadian Natural Resources Limited,Grande Prairie (51 km SW),Pipeline,Condensate,0.5 m3,Emergency Phase over,A release of condensate due to an issue on a pipeline entered a flowing creek. The pipeline has been shut in and cleanup is underway. No reported impacts to wildlife.
20153071,2015-11-18,2015-11-18,Aspenleaf Energy Limited,Swan Hills (30 km NE),Pipeline,Salt/Produced Water,10 m3,No emergency phase.,The cause of the release is being investigated. Delineation and clean-up is underway. The are no reports of impacts to wildlife or waterbodies.
20153075,2015-11-19,2015-11-19,Husky Oil Operations Limited,Taber (23 km S),Pipeline,Salt/Produced Water,4 m3,No emergency phase.,An area of 60m X 10m was impacted by the release. Cleanup is underway. No reported impacts to wildlife or waterbodies. The landowner has been notified.
20142148,2014-08-28,2014-08-28,Lightstream Resources Ltd.,Balm (7 km NW),Pipeline,Emulsion,20 m3,No emergency phase.,"Release of emulsion from a pipeline break. Free fluids have been removed, the line has been shut in, and company is continuing with clean up. No reported impacts to any water body or wildlife."
20163352,2016-11-11,2016-11-11,ConocoPhillips Canada Operations Ltd.,Elmworth (40 km S),Pipeline,Natural Gas,0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,Release of natural gas due to an issue on a pipeline. Line has been shut in. No reported impacts to a wildlife or a waterbody.
20160372,2016-02-05,2016-02-06,Aspenleaf Energy Limited,Swan Hills (21 km NE),Well,Salt/Produced Water,1 m3,No emergency phase.,Release of produced water due to an issue on a well. Issue has been rectified. Release remained on lease and clean up is underway. No reported impacts to wildlife or waterbody.
20172675,2017-08-21,2017-08-23,ACCEL Energy Canada Limited,Swan Hills (30 km SW),Pipeline,Crude Oil and Salt/Produced Water,0.1 or less m3 and 0.1 or less m3 respectively,No emergency phase.,Release of emulsion due to an issue on a pipeline. Line has been shut in and cleanup is underway. No reported impacts to a waterbody or wildlife.
20142788,2014-10-26,2014-10-26,Apache Canada Ltd.,Zama City (9 km E),Pipeline,Crude Oil and Salt/Produced Water,3 m3 and 47 m3 respectively,Over.,The Company reported the release of approximately 50 m3 of emulsion (97% produced salt water) from a pipeline break. The pipeline has been shut-in and as much residual fluid as possible has been removed to ensure that no additional fluid is released. The released fluid entered a muskeg area. The company is recovering and disposing of the contaminated water. Sampling and delineation continue to establish the full extent of impacts. No wildlife impacts have been reported.
20142624,2014-10-10,2014-10-10,Imperial Oil Resources Limited,Cold Lake (23 km NW),Pipeline,Salt/Produced Water,0.1 m3,No emergency phase.,Release from a valve on lease piping impacting standing water on lease. Free fluids are being removed. Sampling and cleanup of the site is underway. No impacts to any off lease water body or wildlife.
20163156,2016-10-25,2016-10-25,Apache Canada Ltd.,Swan Hills (32 km N),Facility,Crude Oil and Salt/Produced Water and Fresh Water,0.1 or less m3 and 0.1 or less m3 and 3.8 m3 respectively,No emergency phase,Release of emulsion and fresh water off site due to an issue with tanks at a facility. Tanks have been shut in and cleanup is underway. No reported impacts to wildlife or a waterbody.
20173515,2017-11-16,2017-11-16,NEP Canada ULC,Devon (3 km W),Well,Crude Oil and Salt/Produced Water,1.6 m3 and 6.4 m3 respectively,No emergency phase,"Company reported a release from on lease piping, resulting in approximately 8 m3 of emulsion being released. The release remained on site and is being cleaned up. There were no reported impacts to wildife or waterbodies."
20131504,2013-08-07,2013-08-08,Deethree Exploration Ltd.,Rainbow Lake (70 km SE),Facility,Oil and produced water,"1.5 m3 and 8.5 m3, respectively",No emergency phase.,Cause unknown. No impacts to wildlife reported.
20131505,2013-08-08,2013-08-08,Husky Oil Operations Limited,Wainwright (8 km N),Pipeline,Emulsion,1.5 m3,No emergency phase.,Pipeline leak. Release impacted a crop field. No waterways or wildlife impacts reported.
20131500,2013-08-06,2013-08-06,Aston Oil &amp; Gas Ltd.,Enchant (2 km W),Pipeline,Emulsion,7.0 m3,No emergency phase.,Pipeline leak. Release impacted grassland area. No impacts to waterways reported.
20172419,2017-07-30,2017-07-30,ARC Resources Ltd.,Drayton Valley (24 km E),Pipeline,Crude Oil,1.5 m3,No Emergency Phase,Release of crude oil due to an issue on a pipeline. The pipeline has been shut in and cleanup is underway. No reported impacts to wildlife or waterbody.
20150252,2015-01-24,2015-01-24,Canadian Natural Resources Limited,Slave Lake (115 km NE),Pipeline,Crude Oil and Salt/Produced Water,30 m3 and 30 m3 respectively,No emergency phase.,"Release of emulsion (50% Crude / 50% Water) from pipeline on to the right of way. Impacted surface area is 4m by 50m. Line has been shut in. Crews on site removing free liquids, deliniation continues, and cleanup of impacted soils underway. No reported impacts to any water body or wildlife."
20172790,2017-09-02,2017-09-02,Cequence Energy Ltd.,Gordondale (11 km W),Facility,Gas Production (Raw),2 &times;&nbsp;103&nbsp;m3,No emergency phase.,Company is reporting a release of sour gas due to equipment failure. The event lasted for only a few minutes. The release did migrate off lease and was noticed by the public. The released gas dissipated. There were no reported impacts to any waterbodies or wildlife.
20150255,2015-01-25,2015-01-25,Cenovus FCCL Ltd.,Lac la Biche (110 km NE),Pipeline,Crude Bitumen,1 m3,No emergency phase.,There was a release identified from the emulsion line from their well pad. A release of approximately 1&nbsp;m3 of crude bitumen spilled under the pipeline on the pipe line right of way. The product had stopped leaking by the time it was detected. All the product that had fallen onto the ground has been shoveled up by hand. No reported impacts to any water body or wildlife.
20140921,2014-04-22,2014-04-22,Cenovus Energy Inc.,Medicine Hat (58 km N),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,Unknown cause of release at this time. There are no reported impacts to wildlife or waterbodies.
20150259,2015-01-24,2015-01-25,Husky Oil Operations Limited,Vermillion (10 km NE),Well,Crude Oil,0.25 m3,No emergency phase.,"The operator got a callout that the well went down on high pressure, upon arrival the operator found approximately 1&nbsp;m3 of emulsion misted from the casing, with a portion travelling off lease. Cleanup is underway. No reported impacts to any water body or wildlife."
20140923,2014-04-22,2014-04-22,Cenovus Energy Inc.,Medicine Hat (49 km NW),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,Unknown cause of release at this time. There are no reported impacts to wildlife or waterbodies.
20172414,2017-07-28,2017-07-28,C Group Energy Inc.,Redwater (22 km E),Pipeline,Crude Oil and Gas Production (Raw) and Salt/Produced Water,1 m3 and 0.1 or less &times;&nbsp;103&nbsp;m3 and 19 m3 respectively,No Emergency Phase,Release of crude oil and salt/produced water due to an issue on a pipeline. The pipeline has been shut in and cleanup is underway. No reported impacts to wildlife or waterbody.
20172442,2017-07-31,2017-07-31,Canadian International Oil Operating Corp.,Grande Prairie (40 km SE),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No Emergency Phase,Release of sour natural gas due to a pipeline hit. Line was isolated and depressurized. No reported impacts to waterbodies or wildlife.
20150491,2015-02-17,2015-02-18,Canadian Natural Resources Limited,Elk Point (18 km S),Well,Crude Oil,0.1 or less m3,No emergency phase.,The company reported the release of a small amount of crude oil during a well servicing operation. The cleanup of the released fluid has been completed. There are no reported impacts to wildlife or waterbodies.
20163733,2016-12-19,2016-12-19,Apache Canada Ltd.,Monitor (17 km NE),Facility,Crude Oil,1 m3,No emergency phase.,Release of crude due to an issue at a facility. Issue has been rectified and cleanup is underway. No reported impacts to wildlife or a waterbody.
20172389,2016-11-01,2017-07-26,Ouro Preto Resources Inc.,Chateh (25 km S),Pipeline,Crude Oil and Salt/Produced Water,.1 m3 and 4.9 m3 respectively,No Emergency Phase,A release of crude oil and salt/produced water due to an issue on a pipeline entered a non-flowing waterbody. Cleanup is underway.
20150551,2015-02-24,2015-02-24,Pengrowth Energy Corporation,Swan Hills (35 km S),Facility,Emulsion,46 m3,Emergency phase over.,Suspected mechanical failure of on lease piping. Product impacted an unnamed tributary. Sampling of the creek continues to take place as containment and clean-up efforts get underway. The facility has been shut-in. There are no reported impacts to wildlife. Updated volume has been reduced from 76&nbsp;m3 to 46&nbsp;m3. Emergency phase over 2/27/2015
20163001,2016-10-13,2016-10-13,Journey Energy Inc.,Cherhill (6 km NE),Well,Crude Oil and Salt/Produced Water,0.1 or less m3 and 0.1 or less m3 respectively,No emergency phase,Release of emulsion due to a vehicle hitting a well head. Well has been shut in and cleanup is underway. No reported impacts to wildlife or a waterbody.
